T,pitch_pos,pitch_vel,wheel_pos,wheel_vel,waist_pos,waist_pos_degree,waist_vel,c_pitch_pos,c_pitch_vel,Fr,Fb,wheel_torque,waist_torque
19.404, -3.13743, 0.226406, 0, 0, -2.35, -174.805, -250, -0.498942, 30.4366, 2.22, 0, 0, 0
19.406, -3.13698, 0.226422, 0, 0, -2.35, -174.805, -250, -0.498495, 30.4366, 2.22, 0, 0, 0
19.408, -3.13653, 0.227025, 0, 0, -2.35, -174.805, -250, -0.498046, 30.4372, 2.22, 0, 0, 0
19.41, -3.13608, 0.22722, 0, 0, -2.35, -174.805, -250, -0.497597, 30.4374, 2.22, 0, 0, 0
19.412, -3.13563, 0.226162, 0, 0, -2.35, -174.805, -250, -0.49715, 30.4363, 2.22, 0, 0, 0
19.414, -3.13519, 0.225287, 0, 0, -2.35, -174.805, -250, -0.496705, 30.4355, 2.22, 0, 0, 0
19.416, -3.13475, 0.224198, 0, 0, -2.35, -174.805, -250, -0.496262, 30.4344, 2.22, 0, 0, 0
19.418, -3.1343, 0.224571, 0, 0, -2.35, -174.805, -250, -0.495818, 30.4347, 2.22, 0, 0, 0
19.42, -3.13386, 0.222921, 0, 0, -2.35, -174.805, -250, -0.495378, 30.4331, 2.22, 0, 0, 0
19.422, -3.13367, 0.22219, 0, 0, -2.35, -174.805, -250, -0.495183, 30.4324, 2.22, 0, 0, 0
19.424, -3.1331, 0.220537, 0, 0, -2.35, -174.805, -250, -0.494612, 30.4307, 2.22, 0, 0, 0
19.426, -3.1326, 0.219214, 0, 0, -2.35, -174.805, -250, -0.494119, 30.4294, 2.22, 0, 0, 0
19.428, -3.13214, 0.218444, 0, 0, -2.35, -174.805, -250, -0.493661, 30.4286, 2.22, 0, 0, 0
19.43, -3.1317, 0.217104, 0, 0, -2.35, -174.805, -250, -0.49322, 30.4273, 2.22, 0, 0, 0
19.432, -3.13127, 0.215291, 0, 0, -2.35, -174.805, -250, -0.492789, 30.4255, 2.22, 0, 0, 0
19.434, -3.13085, 0.212447, 0, 0, -2.35, -174.805, -250, -0.492367, 30.4226, 2.22, 0, 0, 0
19.436, -3.13043, 0.210745, 0, 0, -2.35, -174.805, -250, -0.491949, 30.4209, 2.22, 0, 0, 0
19.438, -3.13002, 0.20862, 0, 0, -2.35, -174.805, -250, -0.491537, 30.4188, 2.22, 0, 0, 0
19.44, -3.12961, 0.205977, 0, 0, -2.35, -174.805, -250, -0.491129, 30.4161, 2.22, 0, 0, 0
19.442, -3.12921, 0.204028, 0, 0, -2.35, -174.805, -250, -0.490726, 30.4142, 2.22, 0, 0, 0
19.444, -3.12916, 0.201054, 0, 0, -2.35, -174.805, -250, -0.490677, 30.4112, 2.22, 0, 0, 0
19.446, -3.12882, 0.198229, 0, 0, -2.35, -174.805, -250, -0.490332, 30.4084, 2.22, 0, 0, 0
19.448, -3.12845, 0.195114, 0, 0, -2.35, -174.805, -250, -0.489967, 30.4053, 2.22, 0, 0, 0
19.45, -3.12808, 0.191585, 0, 0, -2.35, -174.805, -250, -0.489597, 30.4018, 2.22, 0, 0, 0
19.452, -3.12771, 0.188205, 0, 0, -2.35, -174.805, -250, -0.489229, 30.3984, 2.22, 0, 0, 0
19.454, -3.12735, 0.184299, 0, 0, -2.35, -174.805, -250, -0.488867, 30.3945, 2.22, 0, 0, 0
19.456, -3.12699, 0.180751, 0, 0, -2.35, -174.805, -250, -0.48851, 30.3909, 2.22, 0, 0, 0
19.458, -3.12665, 0.176955, 0, 0, -2.35, -174.805, -250, -0.488161, 30.3871, 2.22, 0, 0, 0
19.46, -3.1263, 0.172863, 0, 0, -2.35, -174.805, -250, -0.48782, 30.383, 2.22, 0, 0, 0
19.462, -3.12597, 0.169271, 0, 0, -2.35, -174.805, -250, -0.487485, 30.3794, 2.22, 0, 0, 0
19.464, -3.12564, 0.165418, 0, 0, -2.35, -174.805, -250, -0.487158, 30.3756, 2.22, 0, 0, 0
19.466, -3.12532, 0.162267, 0, 0, -2.35, -174.805, -250, -0.486838, 30.3724, 2.22, 0, 0, 0
19.468, -3.12501, 0.158424, 0, 0, -2.35, -174.805, -250, -0.486525, 30.3686, 2.22, 0, 0, 0
19.47, -3.12471, 0.153567, 0, 0, -2.35, -174.805, -250, -0.486228, 30.3637, 2.22, 0, 0, 0
19.472, -3.12442, 0.149044, 0, 0, -2.35, -174.805, -250, -0.485936, 30.3592, 2.22, 0, 0, 0
19.474, -3.12414, 0.144148, 0, 0, -2.35, -174.805, -250, -0.485652, 30.3543, 2.22, 0, 0, 0
19.476, -3.12386, 0.140274, 0, 0, -2.35, -174.805, -250, -0.485376, 30.3504, 2.22, 0, 0, 0
19.478, -3.12359, 0.136554, 0, 0, -2.35, -174.805, -250, -0.485106, 30.3467, 2.22, 0, 0, 0
19.48, -3.12333, 0.133386, 0, 0, -2.35, -174.805, -250, -0.484843, 30.3436, 2.22, 0, 0, 0
19.482, -3.12307, 0.128014, 0, 0, -2.35, -174.805, -250, -0.48459, 30.3382, 2.22, 0, 0, 0
19.484, -3.12283, 0.122333, 0, 0, -2.35, -174.805, -250, -0.484348, 30.3325, 2.22, 0, 0, 0
19.486, -3.1226, 0.118073, 0, 0, -2.35, -174.805, -250, -0.484115, 30.3282, 2.22, 0, 0, 0
19.488, -3.12237, 0.113774, 0, 0, -2.35, -174.805, -250, -0.48389, 30.3239, 2.22, 0, 0, 0
19.49, -3.12216, 0.108382, 0, 0, -2.35, -174.805, -250, -0.483676, 30.3185, 2.22, 0, 0, 0
19.492, -3.12195, 0.10384, 0, 0, -2.35, -174.805, -250, -0.483471, 30.314, 2.22, 0, 0, 0
19.494, -3.12176, 0.0991935, 0, 0, -2.35, -174.805, -250, -0.483275, 30.3094, 2.22, 0, 0, 0
19.496, -3.12157, 0.0937236, 0, 0, -2.35, -174.805, -250, -0.483089, 30.3039, 2.22, 0, 0, 0
19.498, -3.1214, 0.0881861, 0, 0, -2.35, -174.805, -250, -0.482915, 30.2984, 2.22, 0, 0, 0
19.5, -3.12123, 0.083394, 0, 0, -2.35, -174.805, -250, -0.48275, 30.2936, 2.22, 0, 0, 0
19.502, -3.12108, 0.0782285, 0, 0, -2.35, -174.805, -250, -0.482596, 30.2884, 2.22, 0, 0, 0
19.504, -3.12094, 0.0729702, 0, 0, -2.35, -174.805, -250, -0.482452, 30.2831, 2.22, 0, 0, 0
19.506, -3.1208, 0.0679693, 0, 0, -2.35, -174.805, -250, -0.482317, 30.2781, 2.22, 0, 0, 0
19.508, -3.12068, 0.0629709, 0, 0, -2.35, -174.805, -250, -0.482193, 30.2731, 2.22, 0, 0, 0
19.51, -3.12057, 0.056749, 0, 0, -2.35, -174.805, -250, -0.482081, 30.2669, 2.22, 0, 0, 0
19.512, -3.12046, 0.0514312, 0, 0, -2.35, -174.805, -250, -0.481979, 30.2616, 2.22, 0, 0, 0
19.514, -3.12037, 0.0462163, 0, 0, -2.35, -174.805, -250, -0.481888, 30.2564, 2.22, 0, 0, 0
19.516, -3.12029, 0.0413462, 0, 0, -2.35, -174.805, -250, -0.481806, 30.2515, 2.22, 0, 0, 0
19.518, -3.12022, 0.0359973, 0, 0, -2.35, -174.805, -250, -0.481735, 30.2462, 2.22, 0, 0, 0
19.52, -3.12016, 0.0308445, 0, 0, -2.35, -174.805, -250, -0.481674, 30.241, 2.22, 0, 0, 0
19.522, -3.12011, 0.0257033, 0, 0, -2.35, -174.805, -250, -0.481624, 30.2359, 2.22, 0, 0, 0
19.524, -3.1196, 0.020161, 0, 0, -2.35, -174.805, -250, -0.481116, 30.2303, 2.22, 0, 0, 0
19.526, -3.11936, 0.0148838, 0, 0, -2.35, -174.805, -250, -0.48088, 30.2251, 2.22, 0, 0, 0
19.528, -3.11925, 0.00889577, 0, 0, -2.35, -174.805, -250, -0.480769, 30.2191, 2.22, 0, 0, 0
19.53, -3.11921, 0.00246732, 0, 0, -2.35, -174.805, -250, -0.480722, 30.2126, 2.22, 0, 0, 0
19.532, -3.1192, -0.00364694, 0, 0, -2.35, -174.805, -250, -0.480711, 30.2065, 2.22, 0, 0, 0
19.534, -3.1192, -0.00873167, 0, 0, -2.35, -174.805, -250, -0.48072, 30.2014, 2.22, 0, 0, 0
19.536, -3.11923, -0.0138415, 0, 0, -2.35, -174.805, -250, -0.480744, 30.1963, 2.22, 0, 0, 0
19.538, -3.11927, -0.0199295, 0, 0, -2.35, -174.805, -250, -0.480782, 30.1902, 2.22, 0, 0, 0
19.54, -3.11932, -0.0255233, 0, 0, -2.35, -174.805, -250, -0.480832, 30.1846, 2.22, 0, 0, 0
19.542, -3.11938, -0.0312307, 0, 0, -2.35, -174.805, -250, -0.480893, 30.1789, 2.22, 0, 0, 0
19.544, -3.11945, -0.0365806, 0, 0, -2.35, -174.805, -250, -0.480965, 30.1736, 2.22, 0, 0, 0
19.546, -3.11953, -0.0412904, 0, 0, -2.35, -174.805, -250, -0.481047, 30.1689, 2.22, 0, 0, 0
19.548, -3.11962, -0.0463114, 0, 0, -2.35, -174.805, -250, -0.481139, 30.1639, 2.22, 0, 0, 0
19.55, -3.11972, -0.0502092, 0, 0, -2.35, -174.805, -250, -0.481238, 30.16, 2.22, 0, 0, 0
19.552, -3.11983, -0.055537, 0, 0, -2.35, -174.805, -250, -0.481348, 30.1546, 2.22, 0, 0, 0
19.554, -3.11996, -0.0601993, 0, 0, -2.35, -174.805, -250, -0.481472, 30.15, 2.22, 0, 0, 0
19.556, -3.12009, -0.0651253, 0, 0, -2.35, -174.805, -250, -0.481604, 30.145, 2.22, 0, 0, 0
19.558, -3.12023, -0.0704633, 0, 0, -2.35, -174.805, -250, -0.481744, 30.1397, 2.22, 0, 0, 0
19.56, -3.12038, -0.0754264, 0, 0, -2.35, -174.805, -250, -0.481894, 30.1347, 2.22, 0, 0, 0
19.562, -3.12054, -0.0800773, 0, 0, -2.35, -174.805, -250, -0.482053, 30.1301, 2.22, 0, 0, 0
19.564, -3.1207, -0.0842547, 0, 0, -2.35, -174.805, -250, -0.482219, 30.1259, 2.22, 0, 0, 0
19.567, -3.12099, -0.0917496, 0, 0, -2.35, -174.805, -250, -0.482503, 30.1184, 2.22, 0, 0, 0
19.569, -3.12122, -0.0969637, 0, 0, -2.35, -174.805, -250, -0.48274, 30.1132, 2.22, 0, 0, 0
19.571, -3.12145, -0.102543, 0, 0, -2.35, -174.805, -250, -0.482963, 30.1076, 2.22, 0, 0, 0
19.573, -3.12167, -0.106687, 0, 0, -2.35, -174.805, -250, -0.483183, 30.1035, 2.22, 0, 0, 0
19.575, -3.12189, -0.110381, 0, 0, -2.35, -174.805, -250, -0.483406, 30.0998, 2.22, 0, 0, 0
19.577, -3.12212, -0.114505, 0, 0, -2.35, -174.805, -250, -0.483634, 30.0957, 2.22, 0, 0, 0
19.579, -3.12235, -0.118302, 0, 0, -2.35, -174.805, -250, -0.483869, 30.0919, 2.22, 0, 0, 0
19.581, -3.1226, -0.122881, 0, 0, -2.35, -174.805, -250, -0.484112, 30.0873, 2.22, 0, 0, 0
19.583, -3.12285, -0.127249, 0, 0, -2.35, -174.805, -250, -0.484364, 30.0829, 2.22, 0, 0, 0
19.585, -3.12311, -0.129893, 0, 0, -2.35, -174.805, -250, -0.484621, 30.0803, 2.22, 0, 0, 0
19.587, -3.12337, -0.132738, 0, 0, -2.35, -174.805, -250, -0.484883, 30.0774, 2.22, 0, 0, 0
19.589, -3.12364, -0.136265, 0, 0, -2.35, -174.805, -250, -0.485153, 30.0739, 2.22, 0, 0, 0
19.591, -3.12391, -0.140167, 0, 0, -2.35, -174.805, -250, -0.48543, 30.07, 2.22, 0, 0, 0
19.593, -3.1242, -0.143382, 0, 0, -2.35, -174.805, -250, -0.485714, 30.0668, 2.22, 0, 0, 0
19.595, -3.12449, -0.146961, 0, 0, -2.35, -174.805, -250, -0.486005, 30.0632, 2.22, 0, 0, 0
19.597, -3.12479, -0.152928, 0, 0, -2.35, -174.805, -250, -0.486307, 30.0572, 2.22, 0, 0, 0
19.599, -3.12512, -0.163999, 0, 0, -2.35, -174.805, -250, -0.486632, 30.0462, 2.22, 0, 0, 0
19.601, -3.12508, -0.169206, 0, 0, -2.35, -174.805, -250, -0.486593, 30.041, 2.22, 0, 0, 0
19.603, -3.12521, -0.14928, 0, 0, -2.35, -174.805, -250, -0.486723, 30.0609, 2.22, 0, 0, 0
19.605, -3.12543, -0.151215, 0, 0, -2.35, -174.805, -250, -0.486949, 30.059, 2.22, 0, 0, 0
19.607, -3.1257, -0.152042, 0, 0, -2.35, -174.805, -250, -0.487217, 30.0581, 2.22, 0, 0, 0
19.609, -3.12599, -0.152295, 0, 0, -2.35, -174.805, -250, -0.487504, 30.0579, 2.22, 0, 0, 0
19.611, -3.12641, -0.168542, 0, 0, -2.35, -174.805, -250, -0.487931, 30.0416, 2.22, 0, 0, 0
19.613, -3.12679, -0.169675, 0, 0, -2.35, -174.805, -250, -0.488308, 30.0405, 2.22, 0, 0, 0
19.615, -3.12714, -0.167097, 0, 0, -2.35, -174.805, -250, -0.488657, 30.0431, 2.22, 0, 0, 0
19.617, -3.12748, -0.166364, 0, 0, -2.35, -174.805, -250, -0.488994, 30.0438, 2.22, 0, 0, 0
19.619, -3.12781, -0.163481, 0, 0, -2.35, -174.805, -250, -0.489321, 30.0467, 2.22, 0, 0, 0
19.621, -3.12814, -0.165841, 0, 0, -2.35, -174.805, -250, -0.489651, 30.0443, 2.22, 0, 0, 0
19.623, -3.12848, -0.175012, 0, 0, -2.35, -174.805, -250, -0.489998, 30.0352, 2.22, 0, 0, 0
19.625, -3.12884, -0.182124, 0, 0, -2.35, -174.805, -250, -0.490358, 30.028, 2.22, 0, 0, 0
19.627, -3.1292, -0.180307, 0, 0, -2.35, -174.805, -250, -0.490715, 30.0299, 2.22, 0, 0, 0
19.629, -3.12955, -0.176385, 0, 0, -2.35, -174.805, -250, -0.491064, 30.0338, 2.22, 0, 0, 0
19.631, -3.12989, -0.170976, 0, 0, -2.35, -174.805, -250, -0.491402, 30.0392, 2.22, 0, 0, 0
19.633, -3.13022, -0.169992, 0, 0, -2.35, -174.805, -250, -0.491739, 30.0402, 2.22, 0, 0, 0
19.635, -3.13057, -0.174344, 0, 0, -2.35, -174.805, -250, -0.492083, 30.0358, 2.22, 0, 0, 0
19.637, -3.13072, -0.176272, 0, 0, -2.35, -174.805, -250, -0.492236, 30.0339, 2.22, 0, 0, 0
19.639, -3.13119, -0.178391, 0, 0, -2.35, -174.805, -250, -0.492703, 30.0318, 2.22, 0, 0, 0
19.641, -3.13159, -0.175473, 0, 0, -2.35, -174.805, -250, -0.493101, 30.0347, 2.22, 0, 0, 0
19.643, -3.13176, -0.17418, 0, 0, -2.35, -174.805, -250, -0.493277, 30.036, 2.22, 0, 0, 0
19.645, -3.13203, -0.171159, 0, 0, -2.35, -174.805, -250, -0.493541, 30.039, 2.22, 0, 0, 0
19.647, -3.13253, -0.173606, 0, 0, -2.35, -174.805, -250, -0.494041, 30.0366, 2.22, 0, 0, 0
19.649, -3.13275, -0.17469, 0, 0, -2.35, -174.805, -250, -0.494262, 30.0355, 2.22, 0, 0, 0
19.651, -3.13323, -0.174283, 0, 0, -2.35, -174.805, -250, -0.494748, 30.0359, 2.22, 0, 0, 0
19.653, -3.13345, -0.174102, 0, 0, -2.35, -174.805, -250, -0.494963, 30.0361, 2.22, 0, 0, 0
19.655, -3.13391, -0.171465, 0, 0, -2.35, -174.805, -250, -0.49543, 30.0387, 2.22, 0, 0, 0
19.657, -3.13431, -0.169963, 0, 0, -2.35, -174.805, -250, -0.495823, 30.0402, 2.22, 0, 0, 0
19.659, -3.13448, -0.169297, 0, 0, -2.35, -174.805, -250, -0.495997, 30.0409, 2.22, 0, 0, 0
19.661, -3.13474, -0.169076, 0, 0, -2.35, -174.805, -250, -0.49626, 30.0411, 2.22, 0, 0, 0
19.663, -3.13523, -0.167905, 0, 0, -2.35, -174.805, -250, -0.496748, 30.0423, 2.22, 0, 0, 0
19.666, -3.13562, -0.162562, 0, 0, -2.35, -174.805, -250, -0.497138, 30.0476, 2.22, 0, 0, 0
19.668, -3.13597, -0.160194, 0, 0, -2.35, -174.805, -250, -0.497486, 30.05, 2.22, 0, 0, 0
19.67, -3.13629, -0.157256, 0, 0, -2.35, -174.805, -250, -0.49781, 30.0529, 2.22, 0, 0, 0
19.672, -3.13661, -0.155694, 0, 0, -2.35, -174.805, -250, -0.498124, 30.0545, 2.22, 0, 0, 0
19.674, -3.13692, -0.155966, 0, 0, -2.35, -174.805, -250, -0.498435, 30.0542, 2.22, 0, 0, 0
19.676, -3.13723, -0.154269, 0, 0, -2.35, -174.805, -250, -0.498742, 30.0559, 2.22, 0, 0, 0
19.678, -3.13752, -0.150474, 0, 0, -2.35, -174.805, -250, -0.49904, 30.0597, 2.22, 0, 0, 0
19.68, -3.13782, -0.147567, 0, 0, -2.35, -174.805, -250, -0.499332, 30.0626, 2.22, 0, 0, 0
19.682, -3.1385, -0.144348, 0, 0, -2.35, -174.805, -250, -0.500014, 30.0658, 2.22, 0, 0, 0
19.684, -3.13895, -0.142142, 0, 0, -2.35, -174.805, -250, -0.500471, 30.068, 2.22, 0, 0, 0
19.686, -3.13931, -0.140792, 0, 0, -2.35, -174.805, -250, -0.500827, 30.0694, 2.22, 0, 0, 0
19.688, -3.13962, -0.13882, 0, 0, -2.35, -174.805, -250, -0.501136, 30.0713, 2.22, 0, 0, 0
19.69, -3.1399, -0.134535, 0, 0, -2.35, -174.805, -250, -0.501417, 30.0756, 2.22, 0, 0, 0
19.692, -3.14016, -0.128306, 0, 0, -2.35, -174.805, -250, -0.501678, 30.0819, 2.22, 0, 0, 0
19.694, -3.14041, -0.125051, 0, 0, -2.35, -174.805, -250, -0.501929, 30.0851, 2.22, 0, 0, 0
19.696, -3.14072, -0.121383, 0, 0, -2.35, -174.805, -250, -0.502235, 30.0888, 2.22, 0, 0, 0
19.698, -3.14098, -0.118308, 0, 0, -2.35, -174.805, -250, -0.502499, 30.0919, 2.22, 0, 0, 0
19.7, -3.14122, -0.114201, 0, 0, -2.35, -174.805, -250, -0.502738, 30.096, 2.22, 0, 0, 0
19.702, -3.14144, -0.108743, 0, 0, -2.35, -174.805, -250, -0.502959, 30.1014, 2.22, 0, 0, 0
19.704, -3.14165, -0.103911, 0, 0, -2.35, -174.805, -250, -0.503167, 30.1063, 2.22, 0, 0, 0
19.706, -3.14185, -0.100469, 0, 0, -2.35, -174.805, -250, -0.503366, 30.1097, 2.22, 0, 0, 0
19.708, -3.14204, -0.0971616, 0, 0, -2.35, -174.805, -250, -0.503559, 30.113, 2.22, 0, 0, 0
19.71, -3.14223, -0.0953977, 0, 0, -2.35, -174.805, -250, -0.503748, 30.1148, 2.22, 0, 0, 0
19.712, -3.14241, -0.0899386, 0, 0, -2.35, -174.805, -250, -0.503926, 30.1202, 2.22, 0, 0, 0
19.714, -3.14258, -0.085181, 0, 0, -2.35, -174.805, -250, -0.504094, 30.125, 2.22, 0, 0, 0
19.716, -3.14274, -0.0802513, 0, 0, -2.35, -174.805, -250, -0.504253, 30.1299, 2.22, 0, 0, 0
19.718, -3.14288, -0.0746509, 0, 0, -2.35, -174.805, -250, -0.504401, 30.1355, 2.22, 0, 0, 0
19.72, -3.14303, -0.0709806, 0, 0, -2.35, -174.805, -250, -0.504541, 30.1392, 2.22, 0, 0, 0
19.722, -3.14316, -0.0674248, 0, 0, -2.35, -174.805, -250, -0.50468, 30.1427, 2.22, 0, 0, 0
19.724, -3.14329, -0.0622483, 0, 0, -2.35, -174.805, -250, -0.504806, 30.1479, 2.22, 0, 0, 0
19.726, -3.14341, -0.0576514, 0, 0, -2.35, -174.805, -250, -0.504921, 30.1525, 2.22, 0, 0, 0
19.728, -3.14351, -0.0517909, 0, 0, -2.35, -174.805, -250, -0.505024, 30.1584, 2.22, 0, 0, 0
19.73, -3.1436, -0.0476701, 0, 0, -2.35, -174.805, -250, -0.505119, 30.1625, 2.22, 0, 0, 0
19.732, -3.14369, -0.0428742, 0, 0, -2.35, -174.805, -250, -0.505203, 30.1673, 2.22, 0, 0, 0
19.734, -3.14376, -0.0379646, 0, 0, -2.35, -174.805, -250, -0.505279, 30.1722, 2.22, 0, 0, 0
19.736, -3.14383, -0.0341549, 0, 0, -2.35, -174.805, -250, -0.505346, 30.176, 2.22, 0, 0, 0
19.738, -3.14389, -0.0294229, 0, 0, -2.35, -174.805, -250, -0.505404, 30.1807, 2.22, 0, 0, 0
19.74, -3.14394, -0.0237993, 0, 0, -2.35, -174.805, -250, -0.505451, 30.1864, 2.22, 0, 0, 0
19.742, -3.14397, -0.0180783, 0, 0, -2.35, -174.805, -250, -0.505487, 30.1921, 2.22, 0, 0, 0
19.744, -3.144, -0.013316, 0, 0, -2.35, -174.805, -250, -0.505513, 30.1969, 2.22, 0, 0, 0
19.746, -3.14401, -0.00845744, 0, 0, -2.35, -174.805, -250, -0.50553, 30.2017, 2.22, 0, 0, 0
19.748, -3.14402, -0.00292536, 0, 0, -2.35, -174.805, -250, -0.505536, 30.2072, 2.22, 0, 0, 0
19.75, -3.14402, 0.00149456, 0, 0, -2.35, -174.805, -250, -0.505533, 30.2117, 2.22, 0, 0, 0
19.752, -3.144, 0.00723771, 0, 0, -2.35, -174.805, -250, -0.505518, 30.2174, 2.22, 0, 0, 0
19.755, -3.14398, 0.0122717, 0, 0, -2.35, -174.805, -250, -0.505494, 30.2224, 2.22, 0, 0, 0
19.757, -3.14392, 0.0201093, 0, 0, -2.35, -174.805, -250, -0.505431, 30.2303, 2.22, 0, 0, 0
19.759, -3.14496, 0.0266651, 0, 0, -2.35, -174.805, -250, -0.506473, 30.2368, 2.22, 0, 0, 0
19.761, -3.14538, 0.0322061, 0, 0, -2.35, -174.805, -250, -0.506894, 30.2424, 2.22, 0, 0, 0
19.764, -3.14552, 0.0386324, 0, 0, -2.35, -174.805, -250, -0.507032, 30.2488, 2.22, 0, 0, 0
19.766, -3.14553, 0.0438555, 0, 0, -2.35, -174.805, -250, -0.507041, 30.254, 2.22, 0, 0, 0
19.769, -3.14547, 0.0481762, 0, 0, -2.35, -174.805, -250, -0.506988, 30.2583, 2.22, 0, 0, 0
19.771, -3.14532, 0.0558079, 0, 0, -2.35, -174.805, -250, -0.506834, 30.266, 2.22, 0, 0, 0
19.773, -3.14525, 0.0591898, 0, 0, -2.35, -174.805, -250, -0.506766, 30.2694, 2.22, 0, 0, 0
19.775, -3.14515, 0.0633604, 0, 0, -2.35, -174.805, -250, -0.506663, 30.2735, 2.22, 0, 0, 0
19.777, -3.14502, 0.0678438, 0, 0, -2.35, -174.805, -250, -0.506538, 30.278, 2.22, 0, 0, 0
19.779, -3.14488, 0.073543, 0, 0, -2.35, -174.805, -250, -0.506398, 30.2837, 2.22, 0, 0, 0
19.781, -3.14469, 0.0786678, 0, 0, -2.35, -174.805, -250, -0.506201, 30.2888, 2.22, 0, 0, 0
19.783, -3.1445, 0.0845034, 0, 0, -2.35, -174.805, -250, -0.506016, 30.2947, 2.22, 0, 0, 0
19.785, -3.14421, 0.091991, 0, 0, -2.35, -174.805, -250, -0.505722, 30.3022, 2.22, 0, 0, 0
19.787, -3.14396, 0.0984263, 0, 0, -2.35, -174.805, -250, -0.505479, 30.3086, 2.22, 0, 0, 0
19.789, -3.14374, 0.103655, 0, 0, -2.35, -174.805, -250, -0.505252, 30.3138, 2.22, 0, 0, 0
19.791, -3.14351, 0.107716, 0, 0, -2.35, -174.805, -250, -0.505029, 30.3179, 2.22, 0, 0, 0
19.793, -3.14329, 0.111892, 0, 0, -2.35, -174.805, -250, -0.504804, 30.3221, 2.22, 0, 0, 0
19.795, -3.14305, 0.117082, 0, 0, -2.35, -174.805, -250, -0.50457, 30.3272, 2.22, 0, 0, 0
19.797, -3.14281, 0.122093, 0, 0, -2.35, -174.805, -250, -0.504328, 30.3323, 2.22, 0, 0, 0
19.799, -3.14256, 0.126059, 0, 0, -2.35, -174.805, -250, -0.504079, 30.3362, 2.22, 0, 0, 0
19.801, -3.14231, 0.12971, 0, 0, -2.35, -174.805, -250, -0.503822, 30.3399, 2.22, 0, 0, 0
19.803, -3.14204, 0.132998, 0, 0, -2.35, -174.805, -250, -0.503559, 30.3432, 2.22, 0, 0, 0
19.805, -3.14178, 0.137832, 0, 0, -2.35, -174.805, -250, -0.503293, 30.348, 2.22, 0, 0, 0
19.807, -3.1415, 0.142646, 0, 0, -2.35, -174.805, -250, -0.503014, 30.3528, 2.22, 0, 0, 0
19.809, -3.14121, 0.146748, 0, 0, -2.35, -174.805, -250, -0.502725, 30.3569, 2.22, 0, 0, 0
19.811, -3.14091, 0.150865, 0, 0, -2.35, -174.805, -250, -0.502427, 30.361, 2.22, 0, 0, 0
19.814, -3.14061, 0.153805, 0, 0, -2.35, -174.805, -250, -0.502123, 30.364, 2.22, 0, 0, 0
19.816, -3.1403, 0.157, 0, 0, -2.35, -174.805, -250, -0.501813, 30.3672, 2.22, 0, 0, 0
19.819, -3.1398, 0.162498, 0, 0, -2.35, -174.805, -250, -0.501311, 30.3727, 2.22, 0, 0, 0
19.821, -3.13939, 0.166381, 0, 0, -2.35, -174.805, -250, -0.500903, 30.3765, 2.22, 0, 0, 0
19.823, -3.13901, 0.170588, 0, 0, -2.35, -174.805, -250, -0.50053, 30.3808, 2.22, 0, 0, 0
19.826, -3.13865, 0.174345, 0, 0, -2.35, -174.805, -250, -0.50017, 30.3845, 2.22, 0, 0, 0
19.828, -3.1383, 0.177715, 0, 0, -2.35, -174.805, -250, -0.499812, 30.3879, 2.22, 0, 0, 0
19.831, -3.13773, 0.182328, 0, 0, -2.35, -174.805, -250, -0.499247, 30.3925, 2.22, 0, 0, 0
19.834, -3.13727, 0.185821, 0, 0, -2.35, -174.805, -250, -0.49879, 30.396, 2.22, 0, 0, 0
19.836, -3.13686, 0.18848, 0, 0, -2.35, -174.805, -250, -0.498377, 30.3986, 2.22, 0, 0, 0
19.838, -3.13646, 0.1917, 0, 0, -2.35, -174.805, -250, -0.49798, 30.4019, 2.22, 0, 0, 0
19.84, -3.13709, 0.193719, 0, 0, -2.35, -174.805, -250, -0.498609, 30.4039, 2.22, 0, 0, 0
19.842, -3.13715, 0.196394, 0, 0, -2.35, -174.805, -250, -0.498668, 30.4066, 2.22, 0, 0, 0
19.844, -3.13696, 0.198542, 0, 0, -2.35, -174.805, -250, -0.498475, 30.4087, 2.22, 0, 0, 0
19.846, -3.13665, 0.200347, 0, 0, -2.35, -174.805, -250, -0.498166, 30.4105, 2.22, 0, 0, 0
19.848, -3.13629, 0.203224, 0, 0, -2.35, -174.805, -250, -0.497804, 30.4134, 2.22, 0, 0, 0
19.85, -3.1359, 0.205687, 0, 0, -2.35, -174.805, -250, -0.497415, 30.4159, 2.22, 0, 0, 0
19.852, -3.1355, 0.206072, 0, 0, -2.35, -174.805, -250, -0.497015, 30.4162, 2.22, 0, 0, 0
19.854, -3.13509, 0.206911, 0, 0, -2.35, -174.805, -250, -0.496609, 30.4171, 2.22, 0, 0, 0
19.856, -3.13469, 0.207393, 0, 0, -2.35, -174.805, -250, -0.496201, 30.4176, 2.22, 0, 0, 0
19.858, -3.13427, 0.20935, 0, 0, -2.35, -174.805, -250, -0.495788, 30.4195, 2.22, 0, 0, 0
19.86, -3.13386, 0.210514, 0, 0, -2.35, -174.805, -250, -0.495372, 30.4207, 2.22, 0, 0, 0
19.862, -3.13332, 0.212325, 0, 0, -2.35, -174.805, -250, -0.494835, 30.4225, 2.22, 0, 0, 0
19.864, -3.13285, 0.211939, 0, 0, -2.35, -174.805, -250, -0.494364, 30.4221, 2.22, 0, 0, 0
19.866, -3.1324, 0.213067, 0, 0, -2.35, -174.805, -250, -0.49392, 30.4232, 2.22, 0, 0, 0
